Centers,Day,Gender,Age,AverageAttentiontime,Sumofattentiontime,Watchercount
Site8,Day6,Female,Child,2.05,612253,298660
Site8,Day6,Female,Young,2.32,2489188.32,1072926
Site8,Day6,Female,Adult,2.51,904415.75,360325
Site8,Day6,Female,Senior,2.73,522789.54,191498
Site8,Day7,Male,Child,1.98,428642.28,216486
Site8,Day7,Male,Young,2.26,1205032,533200
Site8,Day7,Male,Adult,2.45,971126.1,396378
Site8,Day7,Male,Senior,2.98,323821.7,108665
Site8,Day7,Female,Child,2.05,466465.2,227544
Site8,Day7,Female,Young,2.32,2017889.6,869780
Site8,Day7,Female,Adult,2.51,767206.6,305660
Site8,Day7,Female,Senior,2.73,419650.14,153718
Site8,Day8,Male,Child,1.98,216806.04,109498
Site8,Day8,Male,Young,2.26,683017.2,302220
Site8,Day8,Male,Adult,2.45,565112.1,230658
Site8,Day8,Male,Senior,2.98,161098.8,54060
Site8,Day8,Female,Child,2.05,256688.7,125214
Site8,Day8,Female,Young,2.32,1045090.4,450470
Site8,Day8,Female,Adult,2.51,407839.86,162486
Site8,Day8,Female,Senior,2.73,227485.44,83328
Site8,Day9,Male,Child,1.98,297285.12,150144
Site8,Day9,Male,Young,2.26,808185.04,357604
Site8,Day9,Male,Adult,2.45,638837.5,260750
Site8,Day9,Male,Senior,2.98,173257.2,58140
Site8,Day9,Female,Child,2.05,312024.35,152207
Site8,Day9,Female,Young,2.32,1144669.44,493392
Site8,Day9,Female,Adult,2.51,490029.81,195231
Site8,Day9,Female,Senior,2.73,289336.32,105984
Site8,Day10,Male,Child,1.98,294588.36,148782
Site8,Day10,Male,Young,2.26,813202.24,359824
Site8,Day10,Male,Adult,2.45,580944,237120
Site8,Day10,Male,Senior,2.98,247638,83100
Site8,Day10,Female,Child,2.05,298742.4,145728
Site8,Day10,Female,Young,2.32,1324720,571000
Site8,Day10,Female,Adult,2.51,518847.12,206712
Site8,Day10,Female,Senior,2.73,282282,103400
Site8,Day11,Male,Child,1.98,369369,186550
Site8,Day11,Male,Young,2.26,1077531.84,476784
Site8,Day11,Male,Adult,2.45,842133.6,343728
Site8,Day11,Male,Senior,2.98,276603.6,92820
Site8,Day11,Female,Child,2.05,447929.1,218502
Site8,Day11,Female,Young,2.32,1448218.24,624232
Site8,Day11,Female,Adult,2.51,685614.03,273153
Site8,Day11,Female,Senior,2.73,348795.72,127764
Site8,Day12,Male,Child,1.98,268624.62,135669
Site8,Day12,Male,Young,2.26,706204.8,312480
Site8,Day12,Male,Adult,2.45,618838.15,252587
Site8,Day12,Male,Senior,2.98,220281.6,73920
Site8,Day12,Female,Child,2.05,329713.8,160836
Site8,Day12,Female,Young,2.32,1284908.8,553840
Site8,Day12,Female,Adult,2.51,595203.83,237133
Site8,Day12,Female,Senior,2.73,298116,109200
Site8,Day13,Male,Child,1.98,608786.64,307468
Site8,Day13,Male,Young,2.26,1387662.6,614010
Site8,Day13,Male,Adult,2.45,1147702.5,468450
Site8,Day13,Male,Senior,2.98,398986.24,133888
Site8,Day13,Female,Child,2.05,565209.6,275712
Site8,Day13,Female,Young,2.32,2201002.56,948708
Site8,Day13,Female,Adult,2.51,1136435.13,452763
Site8,Day13,Female,Senior,2.73,555609.6,203520
Site8,Day14,Male,Child,1.98,458478.9,231555
Site8,Day14,Male,Young,2.26,1180992.38,522563
Site8,Day14,Male,Adult,2.45,974524.25,397765
Site8,Day14,Male,Senior,2.98,319527.52,107224
Site8,Day14,Female,Child,2.05,386455.75,188515
Site8,Day14,Female,Young,2.32,1972278.4,850120
Site8,Day14,Female,Adult,2.51,826653.44,329344
Site8,Day14,Female,Senior,2.73,431380.95,158015
Site8,Day15,Male,Child,1.98,222156,112200
Site8,Day15,Male,Young,2.26,604165.8,267330
Site8,Day15,Male,Adult,2.45,488846.05,199529
Site8,Day15,Male,Senior,2.98,159519.4,53530
Site8,Day15,Female,Child,2.05,276614.7,134934
Site8,Day15,Female,Young,2.32,923360,398000
Site8,Day15,Female,Adult,2.51,516347.16,205716
Site8,Day15,Female,Senior,2.73,212631.51,77887
Site8,Day16,Male,Child,1.98,248220.72,125364
Site8,Day16,Male,Young,2.26,742075.52,328352
Site8,Day16,Male,Adult,2.45,641392.85,261793
Site8,Day16,Male,Senior,2.98,199317.3,66885
Site8,Day16,Female,Child,2.05,260606.25,127125
Site8,Day16,Female,Young,2.32,1003701.6,432630
Site8,Day16,Female,Adult,2.51,541447.16,215716
Site8,Day16,Female,Senior,2.73,240240,88000
Site8,Day17,Male,Child,1.98,307705.86,155407
Site8,Day17,Male,Young,2.26,845721.38,374213
Site8,Day17,Male,Adult,2.45,619254.65,252757
Site8,Day17,Male,Senior,2.98,216944,72800
Site8,Day17,Female,Child,2.05,295778.1,144282
Site8,Day17,Female,Young,2.32,1200850.56,517608
Site8,Day17,Female,Adult,2.51,517283.39,206089
Site8,Day17,Female,Senior,2.73,308465.43,112991
Site8,Day18,Male,Child,1.98,332224.2,167790
Site8,Day18,Male,Young,2.26,1170191.84,517784
Site8,Day18,Male,Adult,2.45,752992.8,307344
Site8,Day18,Male,Senior,2.98,267043.76,89612
Site8,Day18,Female,Child,2.05,369369,180180
Site8,Day18,Female,Young,2.32,1617608.4,697245
Site8,Day18,Female,Adult,2.51,625788.18,249318
Site8,Day18,Female,Senior,2.73,357100.38,130806
Site8,Day19,Male,Child,1.98,331568.82,167459
Site8,Day19,Male,Young,2.26,922737.66,408291
Site8,Day19,Male,Adult,2.45,544635,222300
Site8,Day19,Male,Senior,2.98,193390.08,64896
Site8,Day19,Female,Child,2.05,293644.05,143241
Site8,Day19,Female,Young,2.32,1300935.36,560748
Site8,Day19,Female,Adult,2.51,483885.33,192783
Site8,Day19,Female,Senior,2.73,262014.48,95976
Site8,Day20,Male,Child,1.98,559595.52,282624
Site8,Day20,Male,Young,2.26,1491455.36,659936
Site8,Day20,Male,Adult,2.45,1071247.8,437244
Site8,Day20,Male,Senior,2.98,357969.52,120124
Site8,Day20,Female,Child,2.05,578706.8,282296
Site8,Day20,Female,Young,2.32,2545466.88,1097184
Site8,Day20,Female,Adult,2.51,1107381.88,441188
Site8,Day20,Female,Senior,2.73,500338.02,183274
Site8,Day21,Male,Child,1.98,390630.24,197288
Site8,Day21,Male,Young,2.26,1074399.48,475398
Site8,Day21,Male,Adult,2.45,952530.6,388788
Site8,Day21,Male,Senior,2.98,295556.4,99180
Site8,Day21,Female,Child,2.05,484312.5,236250
Site8,Day21,Female,Young,2.32,1784838.64,769327
Site8,Day21,Female,Adult,2.51,726012.48,289248
Site8,Day21,Female,Senior,2.73,389232.48,142576
Site8,Day22,Male,Child,1.98,242688.6,122570
Site8,Day22,Male,Young,2.26,721988.64,319464
Site8,Day22,Male,Adult,2.45,578400.9,236082
Site8,Day22,Male,Senior,2.98,183109.08,61446
Site8,Day22,Female,Child,2.05,219407.4,107028
Site8,Day22,Female,Young,2.32,936697.68,403749
Site8,Day22,Female,Adult,2.51,449382.87,179037
Site8,Day22,Female,Senior,2.73,251684.16,92192
Site8,Day23,Male,Child,1.98,274831.92,138804
Site8,Day23,Male,Young,2.26,784907.04,347304
Site8,Day23,Male,Adult,2.45,623471.1,254478
Site8,Day23,Male,Senior,2.98,187960.52,63074
Site8,Day23,Female,Child,2.05,280194,136680
Site8,Day23,Female,Young,2.32,1318029.12,568116
Site8,Day23,Female,Adult,2.51,516452.58,205758
Site8,Day23,Female,Senior,2.73,255667.23,93651
Site8,Day24,Male,Child,1.98,292570.74,147763
Site8,Day24,Male,Young,2.26,823363.2,364320
Site8,Day24,Male,Adult,2.45,704193.7,287426
Site8,Day24,Male,Senior,2.98,213397.8,71610
Site8,Day24,Female,Child,2.05,321604,156880
Site8,Day24,Female,Young,2.32,1070401.6,461380
Site8,Day24,Female,Adult,2.51,523646.24,208624
Site8,Day24,Female,Senior,2.73,271408.41,99417
Site8,Day25,Male,Child,1.98,330256.08,166796
Site8,Day25,Male,Young,2.26,982733.88,434838
Site8,Day25,Male,Adult,2.45,754947.9,308142
Site8,Day25,Male,Senior,2.98,252322.56,84672
Site8,Day25,Female,Child,2.05,364465.4,177788
Site8,Day25,Female,Young,2.32,1701877.76,733568
Site8,Day25,Female,Adult,2.51,667572.15,265965
Site8,Day25,Female,Senior,2.73,373906.26,136962
Site8,Day26,Male,Child,1.98,271311.48,137026
Site8,Day26,Male,Young,2.26,809125.2,358020
Site8,Day26,Male,Adult,2.45,605713.5,247230
Site8,Day26,Male,Senior,2.98,230199.04,77248
Site8,Day26,Female,Child,2.05,339357,165540
Site8,Day26,Female,Young,2.32,1267564.48,546364
Site8,Day26,Female,Adult,2.51,535674.16,213416
Site8,Day26,Female,Senior,2.73,258831.3,94810
Site8,Day27,Male,Child,1.98,554871.24,280238
Site8,Day27,Male,Young,2.26,1618376.96,716096
Site8,Day27,Male,Adult,2.45,1052667,429660
Site8,Day27,Male,Senior,2.98,413966.7,138915
Site8,Day27,Female,Child,2.05,556353.6,271392
Site8,Day27,Female,Young,2.32,2620904,1129700
Site8,Day27,Female,Adult,2.51,884448.7,352370
Site8,Day27,Female,Senior,2.73,457509.78,167586
Site8,Day28,Male,Child,1.98,384896.16,194392
Site8,Day28,Male,Young,2.26,1402104,620400
Site8,Day28,Male,Adult,2.45,971155.5,396390
Site8,Day28,Male,Senior,2.98,319339.78,107161
Site8,Day28,Female,Child,2.05,430973.55,210231
Site8,Day28,Female,Young,2.32,2071388.8,892840
Site8,Day28,Female,Adult,2.51,860184.53,342703
Site8,Day28,Female,Senior,2.73,427878.36,156732
Site9,Day1,Male,Child,1.98,263092.5,132875
Site9,Day1,Male,Young,2.26,699598.82,309557
Site9,Day1,Male,Adult,2.45,554822.1,226458
Site9,Day1,Male,Senior,2.98,155171.58,52071
Site9,Day1,Female,Child,2.05,266606.6,130052
Site9,Day1,Female,Young,2.32,1060244.64,457002
Site9,Day1,Female,Adult,2.51,464063.86,184886
Site9,Day1,Female,Senior,2.73,236308.8,86560
Site9,Day2,Male,Child,1.98,260764.02,131699
Site9,Day2,Male,Young,2.26,758727.2,335720
Site9,Day2,Male,Adult,2.45,655399.5,267510
Site9,Day2,Male,Senior,2.98,203116.8,68160
Site9,Day2,Female,Child,2.05,244458.4,119248
Site9,Day2,Female,Young,2.32,1115509.36,480823
Site9,Day2,Female,Adult,2.51,511568.12,203812
Site9,Day2,Female,Senior,2.73,207897.69,76153
Site9,Day3,Male,Child,1.98,275851.62,139319
Site9,Day3,Male,Young,2.26,940155.48,415998
Site9,Day3,Male,Adult,2.45,729757,297860
Site9,Day3,Male,Senior,2.98,211311.8,70910
Site9,Day3,Female,Child,2.05,320927.5,156550
Site9,Day3,Female,Young,2.32,1181856.72,509421
Site9,Day3,Female,Adult,2.51,591928.28,235828
Site9,Day3,Female,Senior,2.73,270220.86,98982
Site9,Day4,Male,Child,1.98,368517.6,186120
Site9,Day4,Male,Young,2.26,957281.76,423576
Site9,Day4,Male,Adult,2.45,777140,317200
Site9,Day4,Male,Senior,2.98,267872.2,89890
Site9,Day4,Female,Child,2.05,409590,199800
Site9,Day4,Female,Young,2.32,1559165.28,672054
Site9,Day4,Female,Adult,2.51,627700.8,250080
Site9,Day4,Female,Senior,2.73,398558.16,145992
Site9,Day5,Male,Child,1.98,298314.72,150664
Site9,Day5,Male,Young,2.26,878254.08,388608
Site9,Day5,Male,Adult,2.45,689425.1,281398
Site9,Day5,Male,Senior,2.98,200613.6,67320
Site9,Day5,Female,Child,2.05,281178,137160
Site9,Day5,Female,Young,2.32,1090061.28,469854
Site9,Day5,Female,Adult,2.51,512491.8,204180
Site9,Day5,Female,Senior,2.73,286104,104800
Site9,Day6,Male,Child,1.98,538455.06,271947
Site9,Day6,Male,Young,2.26,1474559.6,652460
Site9,Day6,Male,Adult,2.45,1151304,469920
Site9,Day6,Male,Senior,2.98,359161.52,120524
Site9,Day6,Female,Child,2.05,566890.6,276532
Site9,Day6,Female,Young,2.32,2458852,1059850
Site9,Day6,Female,Adult,2.51,827336.16,329616
Site9,Day6,Female,Senior,2.73,530419.89,194293
Site9,Day7,Male,Child,1.98,446555.34,225533
Site9,Day7,Male,Young,2.26,1164261.6,515160
Site9,Day7,Male,Adult,2.45,828957.5,338350
Site9,Day7,Male,Senior,2.98,311961.3,104685
Site9,Day7,Female,Child,2.05,485770.05,236961
Site9,Day7,Female,Young,2.32,1832609.76,789918
Site9,Day7,Female,Adult,2.51,897375.2,357520
Site9,Day7,Female,Senior,2.73,367610.88,134656
Site9,Day8,Male,Child,1.98,267616.8,135160
Site9,Day8,Male,Young,2.26,604290.1,267385
Site9,Day8,Male,Adult,2.45,474643.4,193732
Site9,Day8,Male,Senior,2.98,156509.6,52520
Site9,Day8,Female,Child,2.05,238140.3,116166
Site9,Day8,Female,Young,2.32,989294.4,426420
Site9,Day8,Female,Adult,2.51,474841.8,189180
Site9,Day8,Female,Senior,2.73,235727.31,86347
Site9,Day9,Male,Child,1.98,286347.6,144620
Site9,Day9,Male,Young,2.26,674040.48,298248
Site9,Day9,Male,Adult,2.45,615905.5,251390
Site9,Day9,Male,Senior,2.98,200321.56,67222
Site9,Day9,Female,Child,2.05,259316.8,126496
Site9,Day9,Female,Young,2.32,1241316,535050
Site9,Day9,Female,Adult,2.51,525122.12,209212
Site9,Day9,Female,Senior,2.73,262522.26,96162
Site9,Day10,Male,Child,1.98,278063.28,140436
Site9,Day10,Male,Young,2.26,738504.72,326772
Site9,Day10,Male,Adult,2.45,570864.7,233006
Site9,Day10,Male,Senior,2.98,218648.56,73372
Site9,Day10,Female,Child,2.05,309476.2,150964
Site9,Day10,Female,Young,2.32,1132248.16,488038
Site9,Day10,Female,Adult,2.51,622961.92,248192
Site9,Day10,Female,Senior,2.73,314583.36,115232
Site9,Day11,Male,Child,1.98,337588.02,170499
Site9,Day11,Male,Young,2.26,1084576.26,479901
Site9,Day11,Male,Adult,2.45,825503,336940
Site9,Day11,Male,Senior,2.98,244276.56,81972
Site9,Day11,Female,Child,2.05,408975,199500
Site9,Day11,Female,Young,2.32,1510320,651000
Site9,Day11,Female,Adult,2.51,639161.46,254646
Site9,Day11,Female,Senior,2.73,362653.2,132840
Site9,Day12,Male,Child,1.98,296495.1,149745
Site9,Day12,Male,Young,2.26,882756,390600
Site9,Day12,Male,Adult,2.45,657381.55,268319
Site9,Day12,Male,Senior,2.98,214834.16,72092
Site9,Day12,Female,Child,2.05,273519.2,133424
Site9,Day12,Female,Young,2.32,1295325.6,558330
Site9,Day12,Female,Adult,2.51,515732.21,205471
Site9,Day12,Female,Senior,2.73,250859.7,91890
Site9,Day13,Male,Child,1.98,560706.3,283185
Site9,Day13,Male,Young,2.26,1479662.68,654718
Site9,Day13,Male,Adult,2.45,1028103.3,419634
Site9,Day13,Male,Senior,2.98,397070.1,133245
Site9,Day13,Female,Child,2.05,494367.75,241155
Site9,Day13,Female,Young,2.32,2145336.48,924714
Site9,Day13,Female,Adult,2.51,1093451.38,435638
Site9,Day13,Female,Senior,2.73,443182.74,162338
Site9,Day14,Male,Child,1.98,482476.5,243675
Site9,Day14,Male,Young,2.26,1182251.2,523120
Site9,Day14,Male,Adult,2.45,974629.6,397808
Site9,Day14,Male,Senior,2.98,286169.4,96030
Site9,Day14,Female,Child,2.05,457652.25,223245
Site9,Day14,Female,Young,2.32,1802595.92,776981
Site9,Day14,Female,Adult,2.51,800928.45,319095
Site9,Day14,Female,Senior,2.73,381465.63,139731
Site9,Day15,Male,Child,1.98,228072.24,115188
Site9,Day15,Male,Young,2.26,639808.26,283101
Site9,Day15,Male,Adult,2.45,535834.6,218708
Site9,Day15,Male,Senior,2.98,186321.52,62524
Site9,Day15,Female,Child,2.05,261631.25,127625
Site9,Day15,Female,Young,2.32,1088381.6,469130
Site9,Day15,Female,Adult,2.51,480865.8,191580
Site9,Day15,Female,Senior,2.73,207152.4,75880
Site9,Day16,Male,Child,1.98,235374.48,118876
Site9,Day16,Male,Young,2.26,785937.6,347760
Site9,Day16,Male,Adult,2.45,611397.5,249550
Site9,Day16,Male,Senior,2.98,185952,62400
Site9,Day16,Female,Child,2.05,241879.5,117990
Site9,Day16,Female,Young,2.32,1034771.04,446022
Site9,Day16,Female,Adult,2.51,538794.09,214659
Site9,Day16,Female,Senior,2.73,252948.15,92655
Site9,Day17,Male,Child,1.98,294210.18,148591
Site9,Day17,Male,Young,2.26,738003,326550
Site9,Day17,Male,Adult,2.45,647280.2,264196
Site9,Day17,Male,Senior,2.98,197380.3,66235
Site9,Day17,Female,Child,2.05,320948,156560
Site9,Day17,Female,Young,2.32,1376235.6,593205
Site9,Day17,Female,Adult,2.51,534660.12,213012
Site9,Day17,Female,Senior,2.73,248582.88,91056
Site9,Day18,Male,Child,1.98,382417.2,193140
Site9,Day18,Male,Young,2.26,1138407.2,503720
Site9,Day18,Male,Adult,2.45,837836.3,341974
Site9,Day18,Male,Senior,2.98,239830.4,80480
Site9,Day18,Female,Child,2.05,419054.85,204417
Site9,Day18,Female,Young,2.32,1566883.92,675381
Site9,Day18,Female,Adult,2.51,625768.1,249310
Site9,Day18,Female,Senior,2.73,358083.18,131166
Site9,Day19,Male,Child,1.98,313929,158550
Site9,Day19,Male,Young,2.26,864714.42,382617
Site9,Day19,Male,Adult,2.45,647192,264160
Site9,Day19,Male,Senior,2.98,179962.2,60390
Site9,Day19,Female,Child,2.05,278994.75,136095
Site9,Day19,Female,Young,2.32,1340391.6,577755
Site9,Day19,Female,Adult,2.51,499931.76,199176
Site9,Day19,Female,Senior,2.73,274365,100500
Site9,Day20,Male,Child,1.98,574546.5,290175
Site9,Day20,Male,Young,2.26,1670551.32,739182
Site9,Day20,Male,Adult,2.45,1180900,482000
Site9,Day20,Male,Senior,2.98,323866.4,108680
Site9,Day20,Female,Child,2.05,537100,262000
Site9,Day20,Female,Young,2.32,2295408,989400
Site9,Day20,Female,Adult,2.51,994682.88,396288
Site9,Day20,Female,Senior,2.73,511659.33,187421
Site9,Day21,Male,Child,1.98,429366.96,216852
Site9,Day21,Male,Young,2.26,1281203.04,566904
Site9,Day21,Male,Adult,2.45,1053120.25,429845
Site9,Day21,Male,Senior,2.98,326891.1,109695
Site9,Day21,Female,Child,2.05,456932.7,222894
Site9,Day21,Female,Young,2.32,1711972.08,737919
Site9,Day21,Female,Adult,2.51,875337.4,348740
Site9,Day21,Female,Senior,2.73,356764.59,130683
Site9,Day22,Male,Child,1.98,223027.2,112640
Site9,Day22,Male,Young,2.26,750326.78,332003
Site9,Day22,Male,Adult,2.45,509355,207900
Site9,Day22,Male,Senior,2.98,176058.4,59080
Site9,Day22,Female,Child,2.05,259353.7,126514
Site9,Day22,Female,Young,2.32,1048704.96,452028
Site9,Day22,Female,Adult,2.51,486317.52,193752
Site9,Day22,Female,Senior,2.73,202164.69,74053
Site9,Day23,Male,Child,1.98,236210.04,119298
Site9,Day23,Male,Young,2.26,848024.32,375232
Site9,Day23,Male,Adult,2.45,536099.2,218816
Site9,Day23,Male,Senior,2.98,183448.8,61560
Site9,Day23,Female,Child,2.05,295610,144200
Site9,Day23,Female,Young,2.32,1253354.48,540239
Site9,Day23,Female,Adult,2.51,525624.12,209412
Site9,Day23,Female,Senior,2.73,224864.64,82368
Site9,Day24,Male,Child,1.98,262272.78,132461
Site9,Day24,Male,Young,2.26,826549.8,365730
Site9,Day24,Male,Adult,2.45,728777,297460
Site9,Day24,Male,Senior,2.98,204547.2,68640
Site9,Day24,Female,Child,2.05,278931.2,136064
Site9,Day24,Female,Young,2.32,1373027.04,591822
Site9,Day24,Female,Adult,2.51,569268,226800
Site9,Day24,Female,Senior,2.73,266316.96,97552
Site9,Day25,Male,Child,1.98,364828.86,184257
Site9,Day25,Male,Young,2.26,1103921.86,488461
Site9,Day25,Male,Adult,2.45,950560.8,387984
Site9,Day25,Male,Senior,2.98,254825.76,85512
Site9,Day25,Female,Child,2.05,400164.1,195202
Site9,Day25,Female,Young,2.32,1656693.44,714092
Site9,Day25,Female,Adult,2.51,710681.4,283140
Site9,Day25,Female,Senior,2.73,381948.84,139908
Site9,Day26,Male,Child,1.98,280855.08,141846
Site9,Day26,Male,Young,2.26,810734.32,358732
Site9,Day26,Male,Adult,2.45,685774.6,279908
Site9,Day26,Male,Senior,2.98,218612.8,73360
Site9,Day26,Female,Child,2.05,314572.5,153450
Site9,Day26,Female,Young,2.32,1244942.16,536613
Site9,Day26,Female,Adult,2.51,506982.35,201985
Site9,Day26,Female,Senior,2.73,249139.8,91260
Site9,Day27,Male,Child,1.98,597857.04,301948
Site9,Day27,Male,Young,2.26,1552979.34,687159
Site9,Day27,Male,Adult,2.45,1246609,508820
Site9,Day27,Male,Senior,2.98,351288.36,117882
Site9,Day27,Female,Child,2.05,567132.5,276650
Site9,Day27,Female,Young,2.32,2181621.28,940354
Site9,Day27,Female,Adult,2.51,913419.12,363912
Site9,Day27,Female,Senior,2.73,483177.24,176988
Site9,Day28,Male,Child,1.98,403215.12,203644
Site9,Day28,Male,Young,2.26,1206681.8,533930
Site9,Day28,Male,Adult,2.45,848719.2,346416
Site9,Day28,Male,Senior,2.98,322805.52,108324
Site9,Day28,Female,Child,2.05,450171.8,219596
Site9,Day28,Female,Young,2.32,1764039.84,760362
Site9,Day28,Female,Adult,2.51,832767.8,331780
Site9,Day28,Female,Senior,2.73,382986.24,140288
Site10,Day1,Male,Child,1.98,227096.1,114695
Site10,Day1,Male,Young,2.26,635218.2,281070
Site10,Day1,Male,Adult,2.45,515771.55,210519
Site10,Day1,Male,Senior,2.98,190302.8,63860
Site10,Day1,Female,Child,2.05,245981.55,119991
Site10,Day1,Female,Young,2.32,1143528,492900
Site10,Day1,Female,Adult,2.51,485393.84,193384
Site10,Day1,Female,Senior,2.73,227100.51,83187
Site10,Day2,Male,Child,1.98,290990.7,146965
Site10,Day2,Male,Young,2.26,697363.68,308568
Site10,Day2,Male,Adult,2.45,514365.25,209945
Site10,Day2,Male,Senior,2.98,191232.56,64172
Site10,Day2,Female,Child,2.05,253521.45,123669
Site10,Day2,Female,Young,2.32,1103814.24,475782
Site10,Day2,Female,Adult,2.51,522243.15,208065
Site10,Day2,Female,Senior,2.73,249287.22,91314
Site10,Day3,Male,Child,1.98,289396.8,146160
Site10,Day3,Male,Young,2.26,759335.14,335989
Site10,Day3,Male,Adult,2.45,656600,268000
Site10,Day3,Male,Senior,2.98,233089.64,78218
Site10,Day3,Female,Child,2.05,287947.1,140462
Site10,Day3,Female,Young,2.32,1140126.88,491434
Site10,Day3,Female,Adult,2.51,464525.7,185070
Site10,Day3,Female,Senior,2.73,283057.32,103684
Site10,Day4,Male,Child,1.98,384373.44,194128
Site10,Day4,Male,Young,2.26,970715.2,429520
Site10,Day4,Male,Adult,2.45,760470.2,310396
Site10,Day4,Male,Senior,2.98,297207.32,99734
Site10,Day4,Female,Child,2.05,355076.4,173208
Site10,Day4,Female,Young,2.32,1732378.8,746715
Site10,Day4,Female,Adult,2.51,655509.09,261159
Site10,Day4,Female,Senior,2.73,319090.59,116883
Site10,Day5,Male,Child,1.98,260314.56,131472
Site10,Day5,Male,Young,2.26,940019.88,415938
Site10,Day5,Male,Adult,2.45,626494.4,255712
Site10,Day5,Male,Senior,2.98,226676.68,76066
Site10,Day5,Female,Child,2.05,317481.45,154869
Site10,Day5,Female,Young,2.32,1299248.72,560021
Site10,Day5,Female,Adult,2.51,486566.01,193851
Site10,Day5,Female,Senior,2.73,311558.52,114124
Site10,Day6,Male,Child,1.98,534065.4,269730
Site10,Day6,Male,Young,2.26,1522887.44,673844
Site10,Day6,Male,Adult,2.45,1186985.8,484484
Site10,Day6,Male,Senior,2.98,392084.56,131572
Site10,Day6,Female,Child,2.05,589186.4,287408
